age,account,if_marital,if_default,if_housing,if_loan,if_active_selling,duration,label,occupation_cleaner,occupation_management,occupation_own-business,occupation_production,occupation_retired,occupation_services,occupation_student,occupation_technician,occupation_unemployed,education_primary,education_secondary,education_unknown
26,8,yes,no,yes,yes,yes,46,0,no,no,no,no,no,no,no,no,no,no,yes,no
56,217,yes,no,no,yes,no,121,0,no,yes,no,no,no,no,no,no,no,no,no,no
33,36,yes,no,yes,no,no,36,0,no,no,no,yes,no,no,no,no,no,no,yes,no
40,-375,no,no,yes,no,no,60,0,no,no,no,no,no,no,no,yes,no,no,yes,no
23,231,no,no,yes,no,no,560,0,no,no,no,no,no,no,no,yes,no,no,no,yes
34,0,no,no,yes,no,yes,83,0,no,yes,no,no,no,no,no,no,no,no,no,no
45,55,yes,no,no,no,no,112,0,no,no,no,yes,no,no,no,no,no,yes,no,no
34,105,yes,no,yes,no,no,249,0,no,no,yes,no,no,no,no,no,no,no,no,no
60,0,yes,no,yes,no,yes,229,0,no,no,no,no,yes,no,no,no,no,no,yes,no
30,1,yes,no,yes,yes,no,80,0,no,no,no,yes,no,no,no,no,no,yes,no,no
44,908,yes,no,yes,yes,no,102,0,no,no,no,no,no,yes,no,no,no,no,yes,no
59,739,no,no,no,no,yes,408,1,no,no,no,no,no,yes,no,no,no,no,yes,no
33,0,yes,no,no,no,no,138,0,yes,no,no,no,no,no,no,no,no,yes,no,no
44,1151,yes,no,yes,no,no,127,0,no,no,no,no,no,no,no,no,yes,no,no,no
33,637,no,no,no,no,no,206,0,no,yes,no,no,no,no,no,no,no,no,no,no
34,129,no,no,yes,yes,yes,295,1,no,no,no,yes,no,no,no,no,no,no,no,yes
30,131,yes,no,yes,no,yes,306,0,no,no,yes,no,no,no,no,no,no,no,yes,no
31,44128,no,no,no,no,yes,74,0,no,yes,no,no,no,no,no,no,no,no,no,no
42,0,no,yes,yes,no,yes,824,1,no,yes,no,no,no,no,no,no,no,no,no,no
45,258,yes,no,yes,no,no,287,0,yes,no,no,no,no,no,no,no,no,no,yes,no
34,0,yes,no,no,no,no,12,0,no,no,no,no,no,no,no,yes,no,no,yes,no
79,79,no,no,no,no,no,1106,1,no,no,no,no,yes,no,no,no,no,yes,no,no
30,290,no,no,yes,no,yes,446,0,no,no,no,no,no,yes,no,no,no,no,yes,no
43,1,no,no,yes,no,yes,306,0,no,yes,no,no,no,no,no,no,no,no,no,no
51,216,yes,no,no,no,no,615,1,no,no,no,no,no,no,no,yes,no,no,yes,no
43,2987,yes,no,no,no,yes,156,1,no,yes,no,no,no,no,no,no,no,no,no,no
28,-247,yes,no,yes,yes,yes,121,0,no,no,no,no,no,no,no,no,no,no,yes,no
59,0,yes,no,yes,no,no,437,0,no,no,no,no,no,yes,no,no,no,no,yes,no
36,206,no,no,yes,no,yes,183,0,no,no,no,no,no,no,no,no,no,no,yes,no
50,419,yes,no,yes,no,no,116,0,no,no,no,yes,no,no,no,no,no,yes,no,no
30,0,no,no,yes,no,no,40,0,no,no,no,yes,no,no,no,no,no,no,yes,no
33,0,no,no,yes,yes,no,275,0,no,yes,no,no,no,no,no,no,no,no,no,no
30,0,no,no,yes,no,no,150,0,no,no,no,no,no,no,no,yes,no,no,no,no
40,963,no,no,yes,no,yes,479,0,no,no,no,no,no,no,no,no,no,no,yes,no
52,2816,no,no,no,no,no,492,0,no,no,no,no,no,no,no,yes,no,no,yes,no
78,3219,no,no,no,no,yes,151,1,no,no,no,no,yes,no,no,no,no,no,yes,no
60,155,yes,no,no,no,no,115,0,no,no,no,no,yes,no,no,no,no,yes,no,no
34,7216,yes,no,yes,no,no,143,0,no,no,no,yes,no,no,no,no,no,no,yes,no
52,944,no,no,no,yes,yes,119,0,no,yes,no,no,no,no,no,no,no,no,yes,no
34,-281,no,no,no,no,no,56,0,no,yes,no,no,no,no,no,no,no,no,no,no
35,69,no,no,yes,no,no,461,0,no,no,no,no,no,no,no,yes,no,no,yes,no
48,340,yes,no,yes,no,no,255,0,no,no,no,no,no,no,no,yes,no,no,yes,no
44,415,yes,no,yes,no,no,7,0,no,yes,no,no,no,no,no,no,no,no,no,yes
43,-1,yes,no,yes,no,yes,51,0,no,no,no,no,no,yes,no,no,no,no,yes,no
24,358,no,no,no,no,yes,245,1,no,no,no,no,no,no,yes,no,no,no,no,yes
41,3622,no,no,no,no,no,1135,1,no,no,no,yes,no,no,no,no,no,no,yes,no
42,1536,yes,no,no,no,yes,132,0,no,no,no,no,no,no,no,no,no,no,no,no
53,127,yes,no,no,no,no,78,0,no,no,yes,no,no,no,no,no,no,yes,no,no
39,660,yes,no,yes,yes,yes,180,0,no,no,no,yes,no,no,no,no,no,no,yes,no
35,1055,yes,no,yes,no,no,261,0,no,no,no,no,no,no,no,yes,no,no,yes,no
44,388,no,no,yes,no,no,246,0,no,yes,no,no,no,no,no,no,no,no,no,no
38,1147,yes,no,yes,yes,no,249,0,no,no,no,no,no,no,no,no,yes,yes,no,no
33,-112,yes,no,yes,no,yes,132,0,no,no,no,yes,no,no,no,no,no,no,yes,no
35,2161,yes,no,no,no,no,569,1,no,yes,no,no,no,no,no,no,no,no,no,no
30,72,no,no,no,no,no,86,0,no,no,no,no,no,no,no,no,no,no,yes,no
48,1180,no,no,no,no,yes,142,1,no,no,no,no,no,no,no,no,no,no,yes,no
27,331,no,no,yes,no,no,203,0,no,no,no,no,no,yes,no,no,no,no,yes,no
32,2285,no,no,yes,no,no,413,0,no,no,no,yes,no,no,no,no,no,no,yes,no
24,753,no,no,yes,no,no,259,0,no,no,no,no,no,no,no,no,no,no,yes,no
48,801,yes,no,no,no,yes,80,0,no,no,no,no,no,yes,no,no,no,no,yes,no
42,4264,no,no,yes,no,yes,882,0,no,yes,no,no,no,no,no,no,no,no,no,no
48,-551,no,no,yes,no,no,168,0,no,no,no,no,no,no,no,yes,no,no,no,no
45,1288,yes,no,no,no,no,399,0,no,no,yes,no,no,no,no,no,no,yes,no,no
57,3401,yes,no,yes,no,no,271,0,no,no,no,no,yes,no,no,no,no,yes,no,no
43,632,yes,no,yes,no,no,440,0,no,no,no,yes,no,no,no,no,no,yes,no,no
24,32,yes,no,no,no,no,264,0,no,no,no,yes,no,no,no,no,no,no,yes,no
40,1666,yes,no,yes,no,no,271,0,no,yes,no,no,no,no,no,no,no,no,no,no
37,1772,no,no,no,no,yes,202,0,no,no,no,no,no,no,no,yes,no,no,yes,no
52,730,yes,no,yes,no,no,180,0,no,no,yes,no,no,no,no,no,no,no,no,no
32,3756,yes,no,yes,no,no,85,0,no,no,no,no,no,yes,no,no,no,no,yes,no
58,9994,yes,no,no,no,yes,400,0,no,no,yes,no,no,no,no,no,no,no,yes,no
71,13297,yes,no,no,no,yes,265,0,no,yes,no,no,no,no,no,no,no,no,no,no
60,2769,yes,no,no,no,no,96,0,yes,no,no,no,no,no,no,no,no,no,no,yes
45,-100,no,no,yes,no,yes,93,0,no,no,no,yes,no,no,no,no,no,no,yes,no
45,0,yes,no,no,yes,no,533,1,no,no,no,no,no,no,no,no,no,no,yes,no
48,312,no,no,yes,yes,no,369,0,no,no,no,yes,no,no,no,no,no,no,yes,no
73,459,yes,no,no,no,yes,281,1,no,no,no,no,yes,no,no,no,no,no,no,no
57,0,yes,no,no,no,yes,97,0,no,no,no,no,no,no,no,no,yes,no,yes,no
42,234,yes,no,no,no,no,765,0,no,no,no,no,no,no,no,yes,no,no,yes,no
59,4322,yes,no,no,no,yes,174,0,no,no,no,no,no,no,no,yes,no,no,yes,no
37,-21,yes,no,yes,yes,no,61,0,no,no,no,no,no,yes,no,no,no,no,yes,no
49,635,yes,no,no,no,no,220,0,no,no,no,no,no,no,no,no,no,no,yes,no
30,192,no,no,no,no,yes,423,0,no,no,yes,no,no,no,no,no,no,no,yes,no
31,674,no,no,yes,yes,no,150,0,no,no,no,no,no,no,no,yes,no,no,yes,no
45,827,yes,no,yes,yes,no,201,0,no,no,no,yes,no,no,no,no,no,no,yes,no
45,-73,yes,no,no,no,no,125,0,no,yes,no,no,no,no,no,no,no,no,no,no
30,2,yes,no,yes,no,yes,1000,0,no,no,no,yes,no,no,no,no,no,no,yes,no
42,0,yes,no,yes,no,no,74,0,no,no,no,no,no,no,no,no,yes,no,yes,no
37,608,no,no,no,no,yes,108,0,yes,no,no,no,no,no,no,no,no,yes,no,no
37,88,no,no,yes,no,no,128,0,no,no,no,yes,no,no,no,no,no,no,yes,no
52,2578,yes,no,no,no,yes,412,0,no,yes,no,no,no,no,no,no,no,no,no,no
28,4987,no,no,no,no,no,253,1,no,no,no,no,no,no,no,yes,no,no,no,no
57,5888,yes,no,no,yes,no,288,0,no,no,no,no,no,no,no,no,no,no,yes,no
37,3654,yes,no,no,no,yes,262,0,no,yes,no,no,no,no,no,no,no,no,no,no
32,911,no,no,no,yes,no,42,0,no,no,no,no,no,no,no,no,yes,yes,no,no
58,2,no,no,yes,no,no,168,0,no,yes,no,no,no,no,no,no,no,no,no,no
36,0,yes,no,no,yes,no,113,0,no,no,no,no,no,no,no,no,no,no,yes,no
61,967,yes,no,no,no,yes,180,0,no,yes,no,no,no,no,no,no,no,no,yes,no
35,2643,yes,no,yes,no,no,96,0,no,no,no,yes,no,no,no,no,no,no,yes,no
50,-130,yes,no,yes,no,yes,328,0,no,no,no,no,no,no,no,no,no,no,yes,no
43,-715,yes,yes,yes,no,no,67,0,no,no,no,yes,no,no,no,no,no,no,no,yes
55,199,yes,no,no,no,yes,176,0,no,no,yes,no,no,no,no,no,no,yes,no,no
52,199,no,no,yes,yes,yes,373,0,no,no,yes,no,no,no,no,no,no,no,no,no
84,1680,no,no,no,no,no,113,0,no,no,no,no,yes,no,no,no,no,yes,no,no
47,393,yes,no,yes,yes,no,419,0,no,yes,no,no,no,no,no,no,no,no,no,no
40,252,yes,no,yes,no,no,103,0,no,no,yes,no,no,no,no,no,no,no,no,no
57,2155,yes,no,no,yes,no,82,0,no,yes,no,no,no,no,no,no,no,no,yes,no
47,0,yes,no,yes,no,no,194,0,no,yes,no,no,no,no,no,no,no,no,no,no
41,190,yes,no,no,no,no,12,0,no,no,no,no,no,no,no,yes,no,no,yes,no
57,256,yes,no,no,no,no,198,0,no,no,no,no,yes,no,no,no,no,no,yes,no
35,204,no,no,yes,no,no,110,0,no,no,no,no,no,no,no,yes,no,no,yes,no
45,-25,no,yes,no,yes,no,158,0,no,no,no,no,no,no,no,yes,no,no,no,yes
34,0,no,no,no,no,yes,71,0,no,yes,no,no,no,no,no,no,no,no,no,no
32,2089,yes,no,yes,no,yes,132,1,no,no,no,yes,no,no,no,no,no,no,yes,no
57,443,yes,no,no,no,yes,167,0,no,no,no,no,no,yes,no,no,no,yes,no,no
32,1143,no,no,yes,yes,yes,412,0,no,no,no,yes,no,no,no,no,no,no,yes,no
31,216,yes,no,no,no,yes,47,0,no,yes,no,no,no,no,no,no,no,no,no,no
29,224,no,no,yes,no,no,65,1,no,yes,no,no,no,no,no,no,no,no,no,no
48,154,yes,no,yes,no,no,70,0,no,no,no,yes,no,no,no,no,no,no,yes,no
33,690,no,no,no,no,no,223,0,no,no,no,no,no,no,no,no,no,no,yes,no
26,855,no,no,yes,no,no,87,0,no,no,no,no,no,no,no,yes,no,no,yes,no
37,3420,yes,no,no,no,yes,92,0,no,no,no,no,no,no,no,no,no,no,yes,no
24,-164,no,yes,yes,yes,no,117,0,no,no,no,no,no,no,no,no,yes,no,no,no
53,90,yes,no,no,no,yes,124,0,no,no,no,yes,no,no,no,no,no,yes,no,no
34,178,yes,no,yes,no,yes,85,0,no,no,no,no,no,no,no,yes,no,no,no,no
38,574,no,no,yes,no,yes,62,0,no,yes,no,no,no,no,no,no,no,no,no,no
56,1803,yes,no,no,no,no,305,0,no,yes,no,no,no,no,no,no,no,no,no,no
58,2146,yes,no,no,no,no,206,0,no,no,no,yes,no,no,no,no,no,no,yes,no
25,2,no,no,no,no,yes,288,0,no,no,no,no,no,yes,no,no,no,no,yes,no
65,308,yes,no,no,no,yes,400,1,no,no,no,no,yes,no,no,no,no,yes,no,no
39,101,yes,no,no,no,yes,441,0,no,no,no,no,no,no,no,yes,no,no,no,no
24,288,no,no,yes,no,yes,185,0,no,no,no,no,no,no,no,yes,no,no,yes,no
45,77,yes,no,yes,no,yes,59,0,no,yes,no,no,no,no,no,no,no,no,no,no
49,475,yes,no,yes,no,no,273,0,no,no,no,no,no,yes,no,no,no,no,no,no
55,0,yes,no,no,no,no,206,0,no,yes,no,no,no,no,no,no,no,no,no,no
55,-79,yes,no,no,yes,no,293,0,no,no,no,yes,no,no,no,no,no,yes,no,no
32,3473,yes,no,no,no,yes,112,0,no,no,no,no,no,no,no,no,no,no,yes,no
58,1187,yes,no,yes,no,no,228,0,no,no,yes,no,no,no,no,no,no,no,no,yes
58,3109,yes,no,no,no,yes,295,1,no,no,no,yes,no,no,no,no,no,yes,no,no
34,-476,no,no,yes,no,no,92,0,no,no,no,no,no,no,no,yes,no,no,yes,no
51,-321,yes,no,no,no,no,470,0,no,yes,no,no,no,no,no,no,no,no,no,no
69,473,yes,no,no,no,yes,110,0,no,no,no,no,yes,no,no,no,no,no,no,no
28,2,no,no,no,no,yes,60,0,no,no,no,no,no,no,no,no,no,no,yes,no
40,269,no,no,yes,no,no,97,0,no,yes,no,no,no,no,no,no,no,no,no,no
38,0,yes,no,yes,no,yes,315,1,no,no,no,no,no,no,no,yes,no,no,yes,no
36,3221,yes,no,no,no,no,322,1,no,no,no,no,no,no,no,no,no,no,no,no
30,1384,yes,no,yes,no,no,60,0,no,yes,no,no,no,no,no,no,no,no,no,no
51,37,yes,no,no,yes,no,206,0,no,no,no,no,no,no,no,no,no,no,yes,no
41,1880,no,no,no,yes,yes,35,0,no,no,no,yes,no,no,no,no,no,no,yes,no
31,91,no,no,yes,no,no,111,0,no,no,no,no,no,yes,no,no,no,no,yes,no
25,199,no,no,no,no,yes,173,0,no,no,no,no,no,yes,no,no,no,no,yes,no
36,90,no,no,yes,no,no,13,0,no,no,no,yes,no,no,no,no,no,no,yes,no
39,185,yes,no,yes,no,no,513,0,no,no,yes,no,no,no,no,no,no,yes,no,no
56,1,no,no,no,no,no,83,0,yes,no,no,no,no,no,no,no,no,yes,no,no
32,67,yes,no,no,no,yes,153,0,no,no,yes,no,no,no,no,no,no,no,yes,no
36,9149,no,no,yes,no,no,141,0,no,no,no,no,no,no,no,yes,no,no,yes,no
37,426,yes,no,yes,no,no,323,0,no,no,no,yes,no,no,no,no,no,no,yes,no
32,-166,yes,yes,yes,no,no,129,0,no,no,no,no,no,no,no,no,no,no,yes,no
42,5,yes,no,no,no,no,98,0,no,no,no,no,no,no,no,yes,no,no,yes,no
32,-1,no,yes,no,no,no,185,0,no,no,no,no,no,no,no,yes,no,no,yes,no
67,2391,yes,no,no,no,no,737,1,no,no,no,no,yes,no,no,no,no,yes,no,no
55,938,yes,no,no,yes,yes,742,0,no,no,no,no,no,no,no,yes,no,yes,no,no
58,3501,yes,no,yes,no,no,544,0,no,no,no,yes,no,no,no,no,no,yes,no,no
68,476,no,no,no,no,yes,363,1,no,no,no,no,yes,no,no,no,no,yes,no,no
39,127,no,yes,no,no,no,150,0,yes,no,no,no,no,no,no,no,no,no,yes,no
46,361,no,no,yes,no,no,86,0,no,yes,no,no,no,no,no,no,no,no,yes,no
29,84,no,no,yes,no,no,1101,1,no,no,no,no,no,yes,no,no,no,no,yes,no
36,849,yes,no,yes,yes,no,958,1,no,yes,no,no,no,no,no,no,no,no,no,no
33,10,yes,no,yes,yes,yes,107,0,no,no,no,yes,no,no,no,no,no,no,yes,no
31,2963,no,no,yes,no,yes,124,0,no,no,no,no,no,yes,no,no,no,no,yes,no
57,6157,no,no,no,yes,no,45,0,no,no,no,no,no,no,no,no,no,no,yes,no
48,399,no,no,no,yes,yes,126,0,no,yes,no,no,no,no,no,no,no,no,no,no
54,2203,yes,no,yes,no,yes,151,0,no,yes,no,no,no,no,no,no,no,no,yes,no
46,0,yes,no,yes,no,no,149,0,no,no,no,no,no,no,no,no,no,no,yes,no
33,390,no,no,yes,no,yes,161,0,no,no,no,no,no,no,no,yes,no,no,no,no
34,0,yes,no,yes,yes,no,60,0,no,no,no,no,no,no,no,yes,no,no,yes,no
32,28,yes,no,yes,no,yes,88,0,no,no,no,no,no,yes,no,no,no,no,yes,no
47,164,no,no,no,no,yes,212,0,no,no,no,no,no,yes,no,no,no,no,yes,no
48,4037,yes,no,no,no,yes,23,0,no,no,yes,no,no,no,no,no,no,no,yes,no
22,364,no,no,yes,no,yes,282,0,no,no,no,no,no,no,yes,no,no,no,yes,no
47,146,yes,no,yes,yes,no,53,0,no,no,no,yes,no,no,no,no,no,yes,no,no
58,2764,yes,no,no,no,yes,235,0,no,yes,no,no,no,no,no,no,no,no,no,no
41,30,no,no,no,no,yes,1003,0,no,no,no,no,no,no,no,yes,no,no,yes,no
29,3931,yes,no,yes,no,no,73,0,no,no,yes,no,no,no,no,no,no,no,no,no
60,2934,no,no,no,no,no,233,0,no,no,no,no,no,no,no,yes,no,no,no,no
42,0,yes,no,yes,no,yes,431,0,no,no,no,no,no,yes,no,no,no,no,yes,no
31,81,no,no,yes,no,no,215,0,no,no,no,no,no,no,no,no,no,no,yes,no
43,87,yes,no,no,no,yes,183,0,no,no,no,no,no,yes,no,no,no,no,yes,no
36,980,no,no,no,no,no,343,0,no,no,no,no,no,no,no,no,no,no,no,no
53,1348,yes,no,no,yes,no,120,0,no,yes,no,no,no,no,no,no,no,no,no,no
36,5171,no,no,yes,no,yes,174,0,no,yes,no,no,no,no,no,no,no,no,no,no
35,3,no,no,yes,no,no,330,0,no,no,no,no,no,no,no,no,no,no,yes,no
45,111,yes,no,yes,no,yes,173,0,no,no,no,no,no,no,no,no,no,no,yes,no
35,-557,yes,no,yes,yes,yes,249,0,no,no,no,yes,no,no,no,no,no,no,yes,no
59,1393,yes,no,yes,yes,yes,314,0,no,no,no,no,yes,no,no,no,no,yes,no,no
34,0,yes,no,no,no,yes,270,0,no,yes,no,no,no,no,no,no,no,no,yes,no
44,5156,yes,no,yes,no,yes,54,0,no,no,yes,no,no,no,no,no,no,no,no,no
39,2040,yes,no,yes,no,no,312,0,no,no,no,no,no,yes,no,no,no,no,yes,no
27,373,yes,no,yes,no,yes,49,0,no,no,no,yes,no,no,no,no,no,no,yes,no
31,253,no,no,no,no,yes,262,0,no,no,no,no,no,no,no,yes,no,no,yes,no
25,32,no,no,yes,no,yes,124,0,no,no,no,no,no,yes,no,no,no,no,yes,no
34,-231,no,no,yes,no,no,9,0,no,no,no,yes,no,no,no,no,no,no,yes,no
56,420,yes,no,yes,no,yes,76,0,no,no,no,yes,no,no,no,no,no,yes,no,no
29,1331,no,no,yes,yes,yes,246,0,no,no,no,no,no,no,no,yes,no,no,yes,no
37,47,yes,no,no,no,no,374,0,no,no,no,no,no,no,no,yes,no,no,no,yes
50,206,yes,no,yes,no,yes,154,0,no,no,no,no,no,yes,no,no,no,no,yes,no
60,5207,yes,no,no,no,yes,160,0,no,no,no,no,yes,no,no,no,no,no,yes,no
43,946,no,no,no,no,yes,40,0,no,yes,no,no,no,no,no,no,no,no,no,no
60,598,no,no,no,yes,yes,96,0,no,no,no,no,yes,no,no,no,no,no,yes,no
49,1058,yes,no,no,no,no,291,0,no,no,no,no,no,no,no,no,no,no,yes,no
33,433,no,no,no,no,no,575,0,no,yes,no,no,no,no,no,no,no,no,no,no
30,1265,yes,no,yes,yes,no,414,1,no,no,no,no,no,no,no,no,no,no,yes,no
22,3472,no,no,no,no,yes,529,1,no,no,no,no,no,no,yes,no,no,yes,no,no
46,278,yes,no,no,no,no,153,0,no,no,no,yes,no,no,no,no,no,yes,no,no
46,2262,yes,no,no,no,no,44,0,no,no,yes,no,no,no,no,no,no,no,no,no
32,5836,no,no,no,no,no,281,0,no,no,no,no,no,no,yes,no,no,no,yes,no
27,0,no,no,yes,no,yes,239,0,no,yes,no,no,no,no,no,no,no,no,yes,no
38,776,yes,no,yes,no,no,135,0,no,no,no,yes,no,no,no,no,no,no,yes,no
39,257,yes,no,yes,no,yes,171,0,no,no,no,no,no,yes,no,no,no,no,yes,no
39,1654,yes,no,no,yes,yes,151,0,no,yes,no,no,no,no,no,no,no,no,no,no
34,7050,yes,no,no,no,yes,130,1,no,no,no,no,no,no,no,yes,no,no,no,no
41,-329,no,no,no,yes,no,426,0,no,no,no,yes,no,no,no,no,no,no,yes,no
29,417,yes,no,no,no,no,108,0,yes,no,no,no,no,no,no,no,no,yes,no,no
27,500,yes,no,yes,no,no,16,0,no,no,no,yes,no,no,no,no,no,yes,no,no
28,1374,no,no,no,no,no,203,1,no,no,no,no,no,no,no,no,yes,yes,no,no
46,757,yes,no,no,no,no,382,0,no,no,yes,no,no,no,no,no,no,no,yes,no
35,-116,yes,no,no,yes,no,339,0,no,no,no,no,no,no,no,yes,no,no,yes,no
47,-874,no,no,yes,no,no,528,0,no,no,no,no,no,no,no,no,no,no,yes,no
21,66,no,no,yes,no,yes,31,0,no,no,no,no,no,no,no,no,no,no,yes,no
59,2396,yes,no,no,no,no,1040,1,no,no,no,no,yes,no,no,no,no,no,yes,no
59,17769,yes,no,no,no,no,322,0,no,no,no,no,yes,no,no,no,no,no,yes,no
27,677,no,no,no,yes,no,110,0,no,no,no,yes,no,no,no,no,no,no,yes,no
54,447,no,no,yes,no,no,742,0,no,no,no,no,no,no,no,yes,no,no,no,yes
33,711,yes,no,yes,no,no,90,0,no,no,yes,no,no,no,no,no,no,no,yes,no
44,4411,yes,no,yes,no,yes,85,0,no,no,yes,no,no,no,no,no,no,no,no,no
58,381,yes,no,no,no,no,79,0,no,no,no,yes,no,no,no,no,no,no,yes,no
50,402,yes,no,no,no,yes,165,0,no,no,no,no,no,no,no,yes,no,no,yes,no
42,223,yes,no,no,no,no,92,0,no,yes,no,no,no,no,no,no,no,no,no,no
57,6997,yes,no,no,no,yes,117,0,no,no,no,no,no,no,no,no,no,yes,no,no
28,799,no,no,yes,no,yes,295,0,no,no,no,no,no,no,no,yes,no,no,yes,no
36,124,no,no,yes,no,no,308,0,no,yes,no,no,no,no,no,no,no,no,no,no
49,1145,no,no,yes,yes,no,36,0,no,no,yes,no,no,no,no,no,no,no,no,no
37,1027,no,no,yes,no,yes,313,1,no,yes,no,no,no,no,no,no,no,no,no,no
30,697,no,no,no,no,no,545,1,no,yes,no,no,no,no,no,no,no,no,no,no
28,237,yes,no,yes,no,no,498,0,no,no,no,yes,no,no,no,no,no,yes,no,no
47,60,yes,no,no,no,no,282,0,no,yes,no,no,no,no,no,no,no,no,no,no
48,-440,yes,no,yes,yes,yes,399,0,no,yes,no,no,no,no,no,no,no,no,yes,no
39,8,no,no,no,no,no,1028,0,no,no,no,no,no,no,no,yes,no,no,yes,no
35,1162,no,no,no,no,yes,175,1,no,yes,no,no,no,no,no,no,no,no,no,no
35,1287,yes,no,yes,no,no,251,0,no,no,no,yes,no,no,no,no,no,no,yes,no
43,1429,yes,no,yes,no,yes,1015,1,no,yes,no,no,no,no,no,no,no,no,no,no
48,916,yes,no,no,no,no,37,0,no,no,no,yes,no,no,no,no,no,yes,no,no
51,864,yes,no,yes,no,yes,321,0,no,no,no,yes,no,no,no,no,no,yes,no,no
36,-508,no,yes,yes,no,no,832,0,no,yes,no,no,no,no,no,no,no,no,no,no
54,0,no,no,yes,yes,yes,330,0,no,no,no,no,no,no,no,no,no,no,yes,no
31,1186,yes,no,no,yes,no,9,0,no,no,no,no,no,no,no,yes,no,no,no,no
35,0,no,no,yes,no,yes,1205,1,no,no,no,yes,no,no,no,no,no,no,yes,no
56,31,yes,no,yes,no,no,215,0,no,yes,no,no,no,no,no,no,no,yes,no,no
46,-3,yes,no,yes,no,no,92,0,no,no,no,yes,no,no,no,no,no,no,yes,no
34,2764,no,no,yes,no,yes,158,0,no,no,no,yes,no,no,no,no,no,no,yes,no
50,1134,yes,no,no,no,no,53,0,no,no,no,no,no,yes,no,no,no,no,yes,no
49,-22,yes,no,yes,no,yes,70,0,no,no,no,no,no,yes,no,no,no,no,yes,no
29,0,yes,no,yes,yes,no,46,0,no,no,yes,no,no,no,no,no,no,no,no,no
45,34,yes,no,no,no,no,333,0,no,no,no,no,no,no,no,yes,no,no,yes,no
58,5618,yes,no,yes,no,yes,113,0,no,no,no,no,no,no,no,yes,no,no,yes,no
38,566,no,no,yes,no,no,44,0,no,no,no,no,no,no,no,yes,no,no,yes,no
37,827,yes,no,yes,yes,no,85,0,no,no,no,no,no,no,no,yes,no,no,yes,no
53,731,no,no,no,no,no,251,0,no,no,yes,no,no,no,no,no,no,no,yes,no
58,3342,yes,no,no,no,no,344,1,no,yes,no,no,no,no,no,no,no,no,no,no
30,8781,yes,no,yes,no,yes,898,1,no,no,no,no,no,no,no,no,no,no,yes,no
37,183,yes,no,yes,no,no,194,0,no,no,no,no,no,no,no,yes,no,no,yes,no
50,1174,yes,no,yes,no,no,128,0,no,yes,no,no,no,no,no,no,no,no,no,no
41,1649,no,no,yes,no,no,312,0,no,no,no,yes,no,no,no,no,no,yes,no,no
37,127,no,no,no,no,no,83,0,no,no,no,no,no,no,no,no,no,no,yes,no
49,1050,yes,no,yes,no,no,84,0,no,no,no,yes,no,no,no,no,no,yes,no,no
39,366,no,no,yes,yes,yes,166,0,no,no,no,yes,no,no,no,no,no,yes,no,no
58,7560,yes,no,no,no,no,364,0,no,no,no,no,yes,no,no,no,no,no,yes,no
45,561,yes,no,yes,no,no,340,0,no,no,no,no,no,yes,no,no,no,no,yes,no
46,1790,no,no,yes,no,no,214,0,no,no,no,no,no,no,no,no,no,no,yes,no
26,3360,yes,no,yes,no,yes,774,0,no,yes,no,no,no,no,no,no,no,no,no,no
38,613,yes,no,no,no,yes,242,1,no,yes,no,no,no,no,no,no,no,no,no,no
39,192,yes,no,yes,yes,no,217,0,no,no,no,no,no,no,no,yes,no,no,yes,no
41,70,yes,no,no,no,yes,14,0,no,no,yes,no,no,no,no,no,no,no,no,no
39,1524,yes,no,no,no,yes,567,1,no,no,no,no,no,no,no,yes,no,no,no,no
39,676,no,no,yes,no,no,281,0,no,no,no,no,no,no,no,no,no,no,yes,no
30,-142,no,no,yes,no,yes,144,0,no,no,yes,no,no,no,no,no,no,no,no,yes
30,0,no,no,no,no,yes,101,0,no,no,no,no,no,no,no,yes,no,no,yes,no
28,2034,no,no,yes,no,yes,196,0,no,no,no,no,no,no,no,yes,no,no,yes,no
31,14,yes,no,no,no,yes,46,0,yes,no,no,no,no,no,no,no,no,no,yes,no
39,-168,no,no,no,no,no,7,0,no,no,no,no,no,no,no,yes,no,no,yes,no
38,2264,yes,no,yes,no,yes,204,0,no,no,no,no,no,no,no,yes,no,no,yes,no
30,0,no,no,yes,no,yes,381,0,no,yes,no,no,no,no,no,no,no,no,no,no
27,1007,no,no,no,no,yes,154,0,no,no,yes,no,no,no,no,no,no,no,no,yes
47,0,no,yes,yes,no,no,327,0,no,no,no,yes,no,no,no,no,no,yes,no,no
42,1386,yes,no,yes,no,no,222,0,no,no,no,yes,no,no,no,no,no,no,yes,no
30,309,no,no,no,no,yes,99,0,no,no,no,no,no,no,no,yes,no,no,yes,no
32,604,yes,no,no,no,yes,270,0,no,no,yes,no,no,no,no,no,no,no,yes,no
26,1570,no,no,yes,no,yes,81,0,no,no,no,no,no,no,yes,no,no,no,no,no
38,-104,yes,no,yes,no,no,100,0,no,yes,no,no,no,no,no,no,no,no,yes,no
31,859,yes,yes,yes,no,no,138,0,no,no,no,no,no,no,no,yes,no,no,no,no
31,433,yes,no,no,yes,yes,114,0,no,no,no,yes,no,no,no,no,no,no,no,no
58,528,yes,no,no,no,no,136,0,no,no,no,no,no,no,no,no,no,no,no,yes
53,1182,yes,no,yes,no,yes,82,0,yes,no,no,no,no,no,no,no,no,no,yes,no
